标题,地址,户型,面积,朝向,装修情况,层数,建造时间,楼型,总价,每平米单价,关注人数,带看次数,发布时间,标签,详情链接,房源标签,核心卖点,小区介绍,周边配套,交通出行,税费解析,权属抵押,上次交易,挂牌时间,交易权属,房屋用途,房屋年限,产权所属,抵押信息,交易属性,户型分间,解析状态
格局方正，朝南，阳台朝南采光充足配套设施齐全,"陶润懿峰 , 观澜",4室2厅,89.12平米,南,精装,低楼层(共32层),2016年,板楼,313 万,35122 元,1,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105115815877.html,地铁 | VR房源,格局方正，朝南，阳台朝南采光充足配套设施齐全,,临观澜河湿地公园，环境及配套齐全，距离福城天虹及观澜汇新城近，临地铁四号线竹村站,交通配套齐全，有轨电车文澜站、地铁四号线竹村站，321、M267等多路公交车经过。,,,暂无数据,2024-01-09,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2024-01-09 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 22.1平米 / 南 / 普通窗 ; 卧室A / 7.98平米 / 无 / 未知窗户类型 ; 卧室B / 7.8平米 / 无 / 未知窗户类型 ; 卧室C / 10.77平米 / 南 / 落地窗 ; 厨房 / 4.34平米 / 北 / 普通窗 ; 卫生间 / 3.02平米 / 西 / 普通窗 ; 阳台 / 2.71平米 / 南 / 普通窗 ; 储物间 / 11.33平米 / 无 / 无窗 ; 过道 / 3.52平米 / 无 / 无窗,
四号线观澜地铁口南向方正两房，业主诚心出售，户型佳,"深业泰然观澜玫瑰苑 , 观澜",2室1厅,72.79平米,南,精装,31层,2016年,板塔结合,320 万,43963 元,0,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105120332402.html,地铁 | VR房源,房子中间楼层，南向采光通风好，业主诚心出售,小区为 综合体，以空中花园为分开住宅与商场。由深圳市国惠康国泰房地产开发有限公司开发，深业泰然（集团）有限公司控股，成立于1985年的深圳市属国有企业，注册资金8亿元，旗下拥有9家控股企业、2家参股企业。资历雄厚,主要配套：深圳市龙华区医院，兴万达，民乐福，百佳华，能满足生活上的需求,"小区门距离有轨轨电车-新澜站100米,，接驳4号线观澜站地铁口直达福田，楼下就是公交站吉盛酒店大公交站台，另外5公里上龙观快速，4公里上珠三角环线高速，各种交通设施配套齐全，出行便利",,,暂无数据,2025-04-08,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2025-04-08 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 20.46平米 / 南 / 普通窗 ; 卧室A / 9.06平米 / 无 / 未知窗户类型 ; 卧室B / 10.94平米 / 无 / 未知窗户类型 ; 厨房 / 4.5平米 / 南 / 普通窗 ; 卫生间 / 2.52平米 / 无 / 普通窗 ; 阳台A / 4.01平米 / 东 南 / 普通窗 ; 阳台B / 1.83平米 / 南 / 普通窗,
满五年，有附带露台可以种花种菜，使用面积大,"懿花园 , 观澜",3室2厅,85.75平米,东南,精装,高楼层(共10层),2014年,板楼,597 万,69621 元,19,,,VR房源,https://sz.lianjia.com/ershoufang/105115392624.html,VR房源,满五年，有附带露台可以种花种菜，使用面积大,和黄懿花园项目（盈峰翠邸）位于横坑水库边，总建筑面积153330㎡，住户共1295户。项目规划为地上建筑4-10层，地下2层，共59栋建筑(其中57栋住宅，2所幼儿园,,项目位于环观南路(即观天大道)以北，梅观高速以东；梅观高速、机荷高速； 公交站点： 观澜高新园-公交车站 招商观园-公交车站 宝德科技-公交车站,,,暂无数据,2023-11-21,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2023-11-21 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 23.32平米 / 无 / 未知窗户类型 ; 多功能间 / 47.68平米 / 西南 东北 东南 / 普通窗 ; 卧室A / 15.22平米 / 无 / 未知窗户类型 ; 卧室B / 10.5平米 / 无 / 落地窗 ; 卧室C / 6.13平米 / 无 / 普通窗 ; 厨房 / 5.2平米 / 无 / 无窗 ; 卫生间A / 3.53平米 / 无 / 普通窗 ; 卫生间B / 3.65平米 / 无 / 无窗 ; 阳台A / 6.11平米 / 无 / 普通窗 ; 阳台B / 12.18平米 / 西南 西北 东南 / 普通窗 ; 楼梯间 / 2.67平米 / 无 / 落地窗 ; 过道A / 2.97平米 / 无 / 无窗 ; 过道B / 2.89平米 / 西北 东南 / 落地窗,
湿地公园旁低密度小高层住宅，房子南北通透，采光好,"招商澜园 , 观澜",4室2厅,151.97平米,南 北,精装,中楼层(共17层),2010年,板塔结合,690 万,45404 元,0,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105119380329.html,地铁 | VR看装修,房子户型方正，南北通透，中高楼层，采光通风佳,小区由招商地产开发，国家一级物业资质的招商物业管理，小区部分为南北两区，由十三栋高层组成，低密度，是个纯居住的大社区，自带6000平的大花园，人车分流，很适合有老人和小孩的客户，小区自带幼儿园，有固定车位,观澜街道办 休闲区域：世纪广场、观澜文化广场， 商场：设施天虹商场、观澜河湿地公园距离小区近在咫尺。龙华区政府距离小区2公里，属于区政府范围内。项目：地铁1公里的,小区门口就有公交站，途径的公交线众多，有轨电车在小区门口文澜站，直接到达清湖地铁口，竹村地铁口 800米，观澜大桥直接可以上机荷高速，多条公交线路到达罗湖，福田,,,暂无数据,2025-01-02,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2025-01-02 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 26.39平米 / 南 / 落地窗 ; 餐厅 / 9.87平米 / 北 / 落地窗 ; 卧室A / 9.52平米 / 无 / 未知窗户类型 ; 卧室B / 9.39平米 / 无 / 未知窗户类型 ; 卧室C / 11.64平米 / 无 / 未知窗户类型 ; 卧室D / 17.89平米 / 无 / 未知窗户类型 ; 卧室E / 13.07平米 / 无 / 未知窗户类型 ; 厨房 / 6.21平米 / 北 / 落地窗 ; 卫生间A / 3.12平米 / 北 / 普通窗 ; 卫生间B / 5.09平米 / 北 / 普通窗 ; 卫生间C / 4.57平米 / 南 / 普通窗 ; 阳台A / 3.61平米 / 西 北 东 / 落地窗 ; 阳台B / 8.73平米 / 西 东 南 / 落地窗 ; 过道 / 4.32平米 / 无 / 无窗 ; 门厅 / 5.87平米 / 南 / 落地窗,
业主诚心出售，朝南向看花园中间楼层采光通风佳三房！,"阳基御龙山 , 观澜",3室2厅,86.06平米,南,精装,31层,2018年,板塔结合,435 万,50547 元,0,,,VR房源,https://sz.lianjia.com/ershoufang/105115876425.html,VR房源,此房满五年，中间楼层，朝南向，采光通风好,阳基御龙山位于福城办事处福前路南侧，为山水资源同享的高品质纯居项目占地，共922户，其中1、2、3、5栋为住宅，4栋为项目自带的幼儿园,配套齐全，有比邻新天地、天虹商圈，观澜湖新城，购物、休闲、娱乐一应俱全；同时项目自带社区，生活便利,小区门口左转就是公交车站，悦兴围村口：b766路;m225路;m285路;m337路;m464路 距离港铁4号线延长线长湖站距离大概1.6公里 日常交通出行方便,,,暂无数据,2024-01-15,商品房,普通住宅,暂无数据,非共有,有抵押 230万元 农商银行 业主自还,挂牌时间:2024-01-15 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 230万元 农商银行 业主自还 | 房本备件:未上传房本照片,客厅 / 26.03平米 / 南 / 普通窗 ; 卧室A / 5.35平米 / 西 北 / 落地窗 ; 卧室B / 7.45平米 / 无 / 未知窗户类型 ; 卧室C / 13.99平米 / 无 / 未知窗户类型 ; 厨房 / 4.61平米 / 西 / 普通窗 ; 卫A / 2.41平米 / 无 / 无窗 ; 卫生间B / 4.26平米 / 西 / 落地窗 ; 阳台 / 4.75平米 / 南 / 普通窗 ; 过道 / 2.19平米 / 无 / 无窗,
龙华观澜 长湖 华盛峰荟精致一居室，买来可以马上入住,"华盛峰荟名庭 , 观澜",1室1厅,43.44平米,南,,中楼层(共36层),2016年,板塔结合,129 万,29697 元,0,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105121164559.html,地铁 | VR房源,房子维护保养好，满5年税费低。高楼层，采光佳,深圳市华盛智地房地产开发有限公司。物业公司：深圳市金洪物业管理服务有限公司，小区24小时安保巡逻。小区内部配套：儿童游乐场，健身活动区，小区园林，商场等,商场：天虹商场，为盛商场，农贸市场：龙华区医院 深圳市龙华新区慢性病防治.观澜医院竹村社区健康服务邮局：中国邮政 中国邮政 观澜邮政局银行：中国建设银行ATM 深圳市农村商.业银行ATM 中国农业银行ATM其他：格兰云天国际大酒店,地铁：4号线长湖站，公交;，福民影剧院;M337路M464路， 1经泗黎路与观光路，3个红绿灯到达梅观高速，梅观高速快速到达福田区； 2．通过观澜大道转机荷高速，可快速到达龙岗，宝安机场..,,,暂无数据,2025-06-21,商品房,商务公寓,暂无数据,非共有,有抵押,挂牌时间:2025-06-21 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:商务公寓 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 11.21平米 / 西 / 落地窗 ; 卧室 / 9.82平米 / 无 / 未知窗户类型 ; 厨房 / 5.09平米 / 西 / 普通窗 ; 卫生间 / 4.08平米 / 无 / 无窗 ; 阳台 / 1.86平米 / 西 / 普通窗,
观湖园地面三层带花园带车位精装直接拎包入住钥匙在手,"观湖园 , 观澜",6室2厅,167.34平米,西北,精装,低楼层(共4层),2009年,板楼,1200 万,71711 元,0,,,VR房源 | 随时看房,https://sz.lianjia.com/ershoufang/105120549936.html,VR房源 | 随时看房,精装5房地面三层可直接拎包入住60平花园直接入户,小区地理位置安静，梅观高速，外环高速，小区里面无高层，整个小区占地37平方米，只有305栋,,,,,暂无数据,2025-04-27,商品房,普通住宅,暂无数据,非共有,有抵押 业主自还,挂牌时间:2025-04-27 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 业主自还 | 房本备件:未上传房本照片,,
仁山智水精装4房，业主自住，总高8层小洋房,"城建仁山智水花园一期 , 观澜",4室2厅,137.06平米,南,,高楼层(共9层),2013年,塔楼,840 万,61288 元,0,,,VR看装修,https://sz.lianjia.com/ershoufang/105121387062.html,VR看装修,仁山智水大4房，使用面积高，一梯两户，正南朝向总高8层。,小区是整个观澜片区的标杆住宅，整个小区是别墅跟平层组成，面积108平米到400平米不等。,,,,,暂无数据,2025-07-09,商品房,普通住宅,暂无数据,共有,有抵押,挂牌时间:2025-07-09 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,,
鹏瑞·颐璟府  89.00m 精装三居室 好房,"鹏瑞·颐璟府 , 观澜",3室2厅,89平米,南,精装,高楼层(共33层),2024年,塔楼,460 万,51686 元,0,,,VR看装修,https://sz.lianjia.com/ershoufang/105121507122.html,VR看装修,此房位于中高楼层 视野采光好 居家精装,鹏瑞颐璟府鹏瑞颐璟府联合 AUBE（欧博）建筑设计及园林景观设计，以三重叠景院落、三重门第礼序、三重会客厅、50余种花木，打造“推窗见景、出门见绿”的生活场景。社区房源量相对大，其选择面也相对广，可满足多层次的置业需求。,,,,,暂无数据,2025-07-20,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2025-07-20 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,,
观湖园临湖大双拼 花园大户型方正,"观湖园 , 观澜",5室2厅,251.1平米,南,毛坯,1层,2012年,板楼,1818 万,72402 元,1,,,VR房源 | 随时看房,https://sz.lianjia.com/ershoufang/105116549322.html,VR房源 | 随时看房,此房满五临湖双拼别墅看湖景花园大户型方正有全明地下室,观湖园项目位于龙华新区观澜镇，邻近梅观高速公路，在梅观高速观澜出口。小区占地面积：37.6、万平方米，东南亚园林景观设计。双拼跟独栋管理费是6.5平米，叠拼的管理费是4.9平米，小区安保严密，24小时巡逻监控,小区南门200米，有菜市场，商场能满足日常所需；距离观澜湖新城约5公 里，观澜湖新城是大型的 MALL，一系列品牌都已进驻，购物娱乐 都相当方便；距离观澜人民医院及伟光医院约6公里。,观湖园别墅小区邻近梅观高速公路，距离梅观高速观澜出口约1.5公里，去南山约33公里，罗湖约30公里，福田约28公里，交通如此便利的接轨市内生活圈。到观澜汽车站和观澜湖新城约五公里，观澜湖新城是大型的Shoig Mll，交通出行娱乐购物也是相当方便,,,暂无数据,2024-04-01,商品房,别墅,暂无数据,非共有,有抵押 客户偿还,挂牌时间:2024-04-01 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:别墅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 客户偿还 | 房本备件:未上传房本照片,客厅 / 70.03平米 / 无 / 落地窗 ; 卧室A / 15.65平米 / 无 / 普通窗 ; 卧室B / 10.75平米 / 无 / 普通窗 ; 卧室C / 15.13平米 / 无 / 普通窗 ; 卧室D / 17.01平米 / 无 / 落地窗 ; 卧室E / 26.68平米 / 无 / 普通窗 ; 厨房 / 9.5平米 / 无 / 普通窗 ; 卫生间A / 3.15平米 / 无 / 无窗 ; 卫生间B / 4.45平米 / 无 / 无窗 ; 卫生间C / 6.43平米 / 无 / 普通窗 ; 卫生间D / 4.38平米 / 无 / 无窗 ; 卫生间E / 10.8平米 / 无 / 普通窗 ; 阳台A / 5.7平米 / 无 / 普通窗 ; 阳台B / 6.42平米 / 无 / 普通窗 ; 阳台C / 7.91平米 / 无 / 普通窗 ; 阳台D / 9.83平米 / 无 / 普通窗 ; 阳台E / 8.34平米 / 无 / 普通窗 ; 露台 / 69.7平米 / 西南 西北 东北 东南 / 普通窗 ; 储物间A / 81.86平米 / 无 / 落地窗 ; 储物间B / 15.6平米 / 无 / 无窗 ; 过道A / 9.63平米 / 无 / 无窗 ; 过道B / 7.09平米 / 无 / 无窗 ; 过道C / 7.47平米 / 无 / 无窗 ; 衣帽间 / 12.76平米 / 无 / 无窗,
精装修，阳台朝向好，无遮挡，室内安静,"中森公园华府 , 观澜",2室2厅,71.87平米,西南,,中楼层(共30层),2020年,板塔结合,310 万,43134 元,1,,,VR房源,https://sz.lianjia.com/ershoufang/105120055675.html,VR房源,精装修，阳台朝向好，无遮挡，室内安静，诚心出售,开发商为深圳中森，是以房地产为产业的企业，主要以珠三角地区和成渝地区为发展区域。 在深圳有几个住宅地产项目，为人熟知的应该是科技园片区华润城邻居的英伦名苑1-3期，以及龙岗的中森双子座,项目位于龙华区观澜板块，观湖街道的东南方位。所在区域是深圳中轴北的产业，南接坂田天安云谷、龙华宝能科技城，东连平湖金融与现代服务业基地，西临观澜高新产业园， 北为观澜传统制造业聚集地带,,,,暂无数据,2025-03-14,商品房,普通住宅,暂无数据,共有,有抵押,挂牌时间:2025-03-14 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 26.53平米 / 南 / 普通窗 ; 卧室A / 11.34平米 / 南 / 落地窗 ; 卧室B / 8.59平米 / 无 / 未知窗户类型 ; 厨房 / 5.1平米 / 南 / 普通窗 ; 卫生间 / 2.87平米 / 东 / 普通窗 ; 阳台 / 4.74平米 / 西 南 / 普通窗,
