标题,地址,户型,面积,朝向,装修情况,层数,建造时间,楼型,总价,每平米单价,关注人数,带看次数,发布时间,标签,详情链接,房源标签,核心卖点,小区介绍,周边配套,交通出行,税费解析,权属抵押,上次交易,挂牌时间,交易权属,房屋用途,房屋年限,产权所属,抵押信息,交易属性,户型分间,解析状态
房子户型方正，红本在手，看房方便,"中海月朗苑 , 坂田",4室1厅,103.54平米,南,,低楼层(共18层),2006年,板楼,560 万,54086 元,0,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105121597692.html,地铁 | VR看装修,房子户型方正，红本在手，看房方便,中海月朗苑项目位于深圳市龙岗区布吉坂田南，中海物业，距梅林关口约4公里（来自百度地图），上南坪快速很便捷，用地基本为矩形，住宅楼型为多层，小高层，高层相结合，拥有近20000平方米的花园，小区完全人车分流，展现一种宽适、自然、休闲、的生活氛围,本小区位于万科第五园旁边，享万科配套，小区北门有200平左右的平方商场，可以解决日常所需，100M左右可以到坂田手造文化街，1000M到8号仓购物广场。（来自高德),"小区出门就有公交站台,M300，393，M123，M572，621，M155等，东边是坂雪岗大道接南坪快速、坂银隧道直通福田笋岗路与北环大道，西边五和大道接梅观高速，地铁十号线光雅园站，交通便利。（来自百度）",,,暂无数据,2025-07-28,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2025-07-28 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 41.53平米 / 无 / 未知窗户类型 ; 卧室A / 15.25平米 / 南 / 普通窗 ; 卧室B / 9.2平米 / 无 / 未知窗户类型 ; 卧室C / 5.96平米 / 南 / 落地窗 ; 卧室D / 7.87平米 / 无 / 未知窗户类型 ; 厨房 / 5.3平米 / 南 / 普通窗 ; 卫A / 4.21平米 / 无 / 未知窗户类型 ; 卫B / 4.65平米 / 无 / 未知窗户类型 ; 阳台A / 3.87平米 / 西 东 南 / 普通窗 ; 阳台B / 3.47平米 / 南 / 普通窗 ; 过道 / 2.61平米 / 无 / 无窗,
全拓展三期四房，4房+2拓展+入户+主卧阳台，满五红本,"万科第五园三期 , 坂田",4室2厅,118平米,南,,低楼层(共19层),2007年,塔楼,710 万,60170 元,2,,,VR看装修,https://sz.lianjia.com/ershoufang/105118291195.html,VR看装修,全拓展三期四房，4房+2拓展+入户+主卧阳台，满五红本税费少,万科·第五园徽派建筑元素和晋派建筑元素风格，将传统与现代、中式与西式很好地嫁接和结合，营造出适合中国人居住的传统居住环境，个性的白墙黛瓦、变通的小窗、细纹的墙脚、清砖的步行道、密集的青竹林、天井绿化、不可窥视镂空墙、通而不透的屏风。,自带商.业，现有链家、钱大妈、星巴克、爱上饭、缪氏川菜、乐期餐厅等进驻，附.近有坂田国际中.心、坂田手造文化街、星河Cocopark、奥特莱斯等；文体：6500㎡运动公园，包含5个泳池、10个羽毛球场、2个篮球场，1个网球场。,轨道交通：地铁5号线坂田站A出口1公里，地铁10号线雅园站750米；交通干线：500米坂银通道、南坪快速，布龙路、坂雪岗大道、五和大道、梅关高速、清平高速、水管高速、沈海高速等。距五园幼儿园公交站200米（此数据来源于百度地图）。,,,暂无数据,2024-09-15,商品房,普通住宅,暂无数据,共有,无抵押,挂牌时间:2024-09-15 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 31.59平米 / 无 / 未知窗户类型 ; 餐厅 / 7.47平米 / 东 / 落地窗 ; 书房 / 7.47平米 / 北 / 落地窗 ; 卧室A / 16.53平米 / 西 东 南 / 落地窗 ; 卧室B / 9.55平米 / 无 / 未知窗户类型 ; 卧室C / 9.5平米 / 无 / 未知窗户类型 ; 卧室D / 7.16平米 / 北 / 普通窗 ; 厨房 / 5.11平米 / 无 / 无窗 ; 卫A / 4.69平米 / 无 / 无窗 ; 卫B / 4.74平米 / 北 / 普通窗 ; 门厅 / 14.33平米 / 西 北 / 落地窗,
南向中高层三房两卫  通风采光佳  满五唯一,"嘉霖华禧 , 坂田",3室1厅,87.3平米,南,简装,高楼层(共33层),2017年,塔楼,405 万,46392 元,2,,,近地铁 | VR看装修 | 房本满五年,https://sz.lianjia.com/ershoufang/105119921186.html,地铁 | VR看装修 | 房本满五年,房子满五唯一，中高层南向三房两卫，业主诚意出售,嘉霖华禧小区绿化好，密度低，位置安静，地势高通风采光好，适合居住,,,房子是满五唯一的，业主诚意出售，户型方正实用，采光通风好，税费少,,2016-03-04,2025-03-04,商品房,普通住宅,满五年,非共有,有抵押 300万元,挂牌时间:2025-03-04 | 交易权属:商品房 | 上次交易:2016-03-04 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 300万元 | 房本备件:已上传房本照片,客厅 / 23.8平米 / 南 / 普通窗 ; 卧室A / 8.71平米 / 无 / 未知窗户类型 ; 卧室B / 12.34平米 / 无 / 未知窗户类型 ; 卧室C / 5.7平米 / 无 / 未知窗户类型 ; 厨房 / 5.43平米 / 西 / 普通窗 ; 卫A / 4.08平米 / 无 / 未知窗户类型 ; 卫B / 3.7平米 / 无 / 普通窗 ; 阳台A / 4.86平米 / 南 / 普通窗 ; 阳台B / 2.2平米 / 西 / 普通窗 ; 过道 / 2.86平米 / 无 / 无窗,
1站可到福田 星河大型综合体 89平4房 次新小区,"星河银湖谷 , 坂田",4室2厅,88.51平米,南,,低楼层(共48层),2016年,板塔结合,730 万,82477 元,0,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105118974878.html,地铁 | VR看装修,此房满五唯一免个税，业主自住的精装，买来即刻拎包入住。,星河银湖谷住宅小区共7栋，玻璃外观和干挂陶板立面，有园林和泳池，人车分流的规划设计，港式入户大堂，览山阅湖景视野。星河双子塔、星河生态综合体、星河雅宝山体公园和星河圣境庙堂于一体，湖光山水，共享舒适生活！,,10号线雅宝站C出口，走路5min。南平快速延长线，新彩隧道，坂银隧道，梅关高速，五大交通便捷到到达深圳各区。 坂银遂道已经通车，去往罗湖福田近 房主自荐(业主对房源的描述),,,暂无数据,2024-11-21,商品房,普通住宅,暂无数据,非共有,有抵押 400万元 农业银行 客户偿还,挂牌时间:2024-11-21 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 400万元 农业银行 客户偿还 | 房本备件:未上传房本照片,客厅 / 27.15平米 / 南 / 落地窗 ; 卧室A / 7.38平米 / 东 / 落地窗 ; 卧室B / 5.56平米 / 东 / 落地窗 ; 卧室C / 14.24平米 / 南 / 落地窗 ; 卧室D / 7.88平米 / 南 / 落地窗 ; 厨房 / 5.48平米 / 东 / 普通窗 ; 卫A / 4.06平米 / 无 / 无窗 ; 卫B / 3.89平米 / 东 / 落地窗 ; 阳台 / 4.15平米 / 东 南 / 落地窗 ; 过道 / 3.03平米 / 无 / 无窗,
星河银湖谷 4室1厅 南 北,"星河银湖谷 , 坂田",4室1厅,87.57平米,南 北,精装,高楼层(共48层),2016年,板塔结合,720 万,82220 元,3,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105121060617.html,地铁 | VR看装修,,,,,,,暂无数据,2025-06-12,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2025-06-12 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 25.37平米 / 北 / 落地窗 ; 卧室A / 8.29平米 / 无 / 未知窗户类型 ; 卧室B / 7.7平米 / 无 / 未知窗户类型 ; 卧室C / 13.67平米 / 无 / 未知窗户类型 ; 卧室D / 4.96平米 / 北 / 落地窗 ; 厨房 / 6.34平米 / 北 / 普通窗 ; 卫A / 4.61平米 / 无 / 未知窗户类型 ; 卫B / 4.09平米 / 北 / 普通窗 ; 阳台 / 5.25平米 / 北 / 普通窗 ; 过道 / 4.39平米 / 无 / 无窗,
三房两卫，双地铁次新房，视野采光佳,"嘉霖华禧 , 坂田",3室2厅,87.13平米,南 北,,低楼层(共33层),2017年,塔楼,428 万,49123 元,1,,,近地铁 | VR看装修 | 房本满五年,https://sz.lianjia.com/ershoufang/105117279010.html,地铁 | VR看装修 | 房本满五年,朝南三房两卫 视野采光好 满五年 保养好,小区介绍： 嘉霖华禧项目是嘉霖集团继大鹏PURE33璞岸、龙岗珑禧、坪山大万文化广场后推出的又一城市标杆力作。2017年入伙小区总共6栋，项目产品包含37-65平米1-3房70年产权平层、复式产品及74-119㎡ 品质3-5房品质住宅，均为片区主流户型,项目是坂雪岗科技新城平米恢弘力作，本项目占地面积约万平米，总建筑面积约万平米，包含住宅、商务办公、临街等物业形态，坂田文化正在建设,交通出行： 项目位于深圳市坂雪岗科技城坂澜大道与环城北路交汇处，属于深圳中部发展轴心。坂澜大道、坂银通道、梅观高速、机荷高速等多条高速、快速干道出入，交通十分便利. 地铁10号线雪象站已通车。,,,2016-06-30,2024-06-13,商品房,普通住宅,满五年,非共有,有抵押 60万元 客户偿还,挂牌时间:2024-06-13 | 交易权属:商品房 | 上次交易:2016-06-30 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:有抵押 60万元 客户偿还 | 房本备件:已上传房本照片,客厅 / 25.6平米 / 南 / 普通窗 ; 卧室A / 8.41平米 / 无 / 未知窗户类型 ; 卧室B / 10.84平米 / 无 / 未知窗户类型 ; 卧室C / 5.73平米 / 无 / 未知窗户类型 ; 厨房 / 5.84平米 / 西 / 普通窗 ; 卫A / 1.78平米 / 西 / 落地窗 ; 卫B / 3.59平米 / 北 / 普通窗 ; 阳台 / 4.9平米 / 南 / 普通窗 ; 储 / 2.29平米 / 无 / 无窗 ; 过道 / 4.12平米 / 无 / 无窗,
和成嘉业业主诚心卖房多推荐好户型采光好,"和成嘉业 , 坂田",3室2厅,91.27平米,东北,,低楼层(共30层),2020年,,550 万,60261 元,2,,,近地铁 | VR看装修,https://sz.lianjia.com/ershoufang/105119048622.html,地铁 | VR看装修,坂田次新小区，保养好可直接拎包入住,"小区介绍： 小区由金和成开发和管理,于2016年批地,2020年入伙,共有800多户,两层车库,车位不紧张,车位1：1，主力户型为82-89-91-118-140平,3-5房都是带装修交楼,采光好,围合式建筑风格,人车分流,小区地势高,通风好,",小区自带乒乓球室、棋牌室及锻炼器材广场。门口有华润万家，钱大妈，龙华大润发沃尔玛往返车等满足业主的日常需求。步行700米可至杨美美食街，鑫华盛百货，美家福百货等。距离深圳坂田医院2500米。3公里内有坂田天虹，佳华领汇广场，8号仓，星河。,交通出行： （参靠高德地图）地铁5号线杨美站C出口792米，西至前海湾东至黄贝岭。东南门M572路可直达终点深圳北站或步行792米至杨美地铁公交站有多条公交路线可达深圳各区域。可直上布龙路、清平、南坪、水官，坂银隧道已建成通车，实现10公里至福田皇岗立..,,,暂无数据,2024-11-28,商品房,普通住宅,暂无数据,非共有,有抵押,挂牌时间:2024-11-28 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 | 房本备件:未上传房本照片,客厅 / 19.92平米 / 北 / 落地窗 ; 卧室A / 6.6平米 / 东 / 普通窗 ; 卧室B / 13.2平米 / 无 / 未知窗户类型 ; 卧室C / 9.4平米 / 无 / 未知窗户类型 ; 厨房 / 6.55平米 / 东 / 普通窗 ; 卫A / 3.61平米 / 南 / 普通窗 ; 卫B / 3.16平米 / 东 / 普通窗 ; 阳台 / 4.53平米 / 西 北 东 / 落地窗 ; 过道 / 2.93平米 / 无 / 无窗,
满五年唯一，诚售，红本顶楼房，明亮卧,"台湾花园 , 坂田",2室1厅,87.21平米,南,,高楼层(共7层),1993年,板塔结合,350 万,40134 元,5,,,近地铁 | VR房源 | 房本满五年,https://sz.lianjia.com/ershoufang/105114766782.html,地铁 | VR房源 | 房本满五年,此房满五年唯一 红本在手  南北通 业主诚心出售,,小区旁边就是坂田市场，买菜购物方便，小区的南面一路之隔是坂田市场，有餐饮、购物、影院、娱乐一条龙。在西边的吉华路和五和大道交汇处是坂田天虹旗舰店，银行、培训机构、餐饮、购物等一应俱全。,小区楼下80米就是地铁十号线（坂田北站），可以直达福田口岸。,,,2005-11-22,2023-09-10,商品房,普通住宅,满五年,非共有,无抵押,挂牌时间:2023-09-10 | 交易权属:商品房 | 上次交易:2005-11-22 | 房屋用途:普通住宅 | 房屋年限:满五年 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:已上传房本照片,客厅 / 23.3平米 / 南 / 落地窗 ; 卧室A / 10.46平米 / 北 / 普通窗 ; 卧室B / 14.42平米 / 南 / 普通窗 ; 厨房 / 7.15平米 / 北 / 普通窗 ; 卫生间 / 2.83平米 / 北 / 普通窗 ; 阳台 / 4.01平米 / 西 南 / 落地窗 ; 门厅 / 1.71平米 / 无 / 无窗 ; 过道A / 2.03平米 / 无 / 无窗 ; 过道B / 1.67平米 / 无 / 无窗,
房子满五年红本在手，在小区门口出入比较方便,"春华四季园二期 , 坂田",4室2厅,123.01平米,东南,,中楼层(共11层),2007年,板塔结合,680 万,55281 元,0,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105120272218.html,地铁 | VR房源,房子满五年红本在手，在小区门口出入比较方便,,小区旁边是8号仓奥特莱斯，1公里左右是有一个深圳的儿童医院，1公里左右还有一个体育公园，2公里以内有2个水库,三地铁口围绕，出行便利，小区旁边100米可以上梅关高速，开车也是比较便利,,,暂无数据,2025-04-02,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2025-04-02 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 32.36平米 / 南 / 普通窗 ; 卧室A / 14.13平米 / 南 / 普通窗 ; 卧室B / 21.17平米 / 无 / 未知窗户类型 ; 卧室C / 13.55平米 / 北 东 / 落地窗 ; 卧室D / 10.79平米 / 无 / 无窗 ; 厨房 / 16.42平米 / 北 东 / 落地窗 ; 卫A / 4平米 / 无 / 未知窗户类型 ; 卫B / 3.59平米 / 东 / 普通窗 ; 阳台 / 14.05平米 / 南 / 普通窗 ; 过道 / 4.99平米 / 无 / 无窗,
坂田天虹双地铁口准新房科技城外国语小三房,"佳华领汇广场 , 坂田",3室1厅,81.7平米,东北,精装,中楼层(共32层),2016年,塔楼,480 万,58752 元,2,,,近地铁 | VR房源,https://sz.lianjia.com/ershoufang/105115187332.html,地铁 | VR房源,稀有三房户型，大阳台，视野开阔无遮挡，房东住家装修保养用心,,,交通配套齐全，五和坂田北双地铁口，上梅观高速和水官高速都比较方便，1公里到南坪快速和布龙公路。,,,暂无数据,2023-10-29,商品房,普通住宅,暂无数据,非共有,有抵押 浦发银行,挂牌时间:2023-10-29 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:有抵押 浦发银行 | 房本备件:未上传房本照片,客厅 / 26.39平米 / 东北 / 普通窗 ; 卧室A / 10.68平米 / 无 / 未知窗户类型 ; 卧室B / 8.9平米 / 无 / 未知窗户类型 ; 卧室C / 6.48平米 / 西北 / 落地窗 ; 厨房 / 8.69平米 / 东北 / 落地窗 ; 卫生间 / 2.91平米 / 西北 / 普通窗 ; 阳台 / 4.51平米 / 西北 东北 东南 / 普通窗,
春华四季园158平大五房  实用168平 高楼层 视野开阔,"春华四季园二期 , 坂田",5室2厅,158平米,南,,中楼层(共11层),2007年,板塔结合,932 万,58988 元,0,,,VR看装修,https://sz.lianjia.com/ershoufang/105121465951.html,VR看装修,满五年高楼层，视野好，使用168平,总规划户数约3000户。6000平方米的湖坡、1000米的风情街——右一坊、室外泳池及室内恒温泳池、3000平方米的运动场地、幼儿园等等。二期户型产品丰富多样，包括70平方米左右的两房、95－122平方米左右的三房、136－157平方米的四-五房！,小区自带：小区一条街、华润万家、特蕾丝幼儿园、游泳馆、网球场、篮球场、羽毛球场、休闲会所等配套，生活购物便利，购物：8号仓奥特莱斯、龙华名车广场，东门离阳光湾畔购物广场、海达和成购物广场,小区离地铁五和站1500米，深圳北站2公里，小区南门有多趟公交车直达南山，罗湖，福田，开车可以直接在南门上梅观高速转南坪快速，机荷高速，关口位置，交通便利,,,暂无数据,2025-07-16,商品房,普通住宅,暂无数据,非共有,无抵押,挂牌时间:2025-07-16 | 交易权属:商品房 | 上次交易:暂无数据 | 房屋用途:普通住宅 | 房屋年限:暂无数据 | 产权所属:非共有 | 抵押信息:无抵押 | 房本备件:未上传房本照片,客厅 / 50.07平米 / 无 / 未知窗户类型 ; 餐厅 / 13.72平米 / 北 / 普通窗 ; 书房 / 14.81平米 / 南 / 落地窗 ; 卧室A / 8.89平米 / 北 / 普通窗 ; 卧室B / 10.88平米 / 无 / 未知窗户类型 ; 卧室C / 19.14平米 / 南 / 落地窗 ; 厨房 / 15.21平米 / 北 / 落地窗 ; 卫A / 3.53平米 / 南 / 普通窗 ; 卫B / 6.99平米 / 西 / 普通窗 ; 阳台 / 18.93平米 / 西 北 东 南 / 落地窗 ; 过道 / 4.93平米 / 无 / 无窗,
